item sound pos
41 STD 3
42 STD 4
43 STD 5
64 STD 2
102 DEV 4
52 STD 2
104 DEV 2
106 DEV 4
105 DEV 3
79 STD 5
61 STD 3
120 DEV 2
85 DEV 3
58 STD 4
89 DEV 3
110 DEV 4
87 DEV 5
72 STD 2
92 DEV 2
81 DEV 3
112 DEV 2
60 STD 2
49 STD 3
109 DEV 3
119 DEV 5
59 STD 5
114 DEV 4
65 STD 3
51 STD 5
66 STD 4
93 DEV 3
44 STD 2
76 STD 2
83 DEV 5
46 STD 4
53 STD 3
47 STD 5
69 STD 3
91 DEV 5
117 DEV 3
100 DEV 2
94 DEV 4
70 STD 4
68 STD 2
78 STD 4
95 DEV 5
115 DEV 5
74 STD 4
116 DEV 2
99 DEV 5
103 DEV 5
108 DEV 2
80 STD 2
56 STD 2
55 STD 5
57 STD 3
84 DEV 2
82 DEV 4
75 STD 5
96 DEV 2
62 STD 4
48 STD 2
50 STD 4
97 DEV 3
98 DEV 4
101 DEV 3
67 STD 5
90 DEV 4
71 STD 5
45 STD 3
86 DEV 4
88 DEV 2
63 STD 5
54 STD 4
113 DEV 3
107 DEV 5
73 STD 3
111 DEV 5
118 DEV 4
77 STD 3
34 SLC 4
10 SLC 4
6 SLC 4
15 SLC 5
23 SLC 5
40 SLC 2
27 SLC 5
31 SLC 5
38 SLC 4
32 SLC 2
3 SLC 5
16 SLC 2
17 SLC 3
5 SLC 3
18 SLC 4
2 SLC 4
25 SLC 3
14 SLC 4
8 SLC 2
28 SLC 2
29 SLC 3
20 SLC 2
7 SLC 5
1 SLC 3
33 SLC 3
22 SLC 4
26 SLC 4
11 SLC 5
4 SLC 2
12 SLC 2
21 SLC 3
13 SLC 3
30 SLC 4
36 SLC 2
39 SLC 5
37 SLC 3
9 SLC 3
24 SLC 2
35 SLC 5
19 SLC 5
