item sound pos
81 STD 3
82 STD 4
83 STD 5
39 DEV 5
90 STD 4
119 STD 5
11 DEV 5
110 STD 4
99 STD 5
96 STD 2
1 DEV 3
27 DEV 5
9 DEV 3
35 DEV 5
4 DEV 2
23 DEV 5
40 DEV 2
37 DEV 3
6 DEV 4
28 DEV 2
89 STD 3
109 STD 3
85 STD 3
21 DEV 3
15 DEV 5
22 DEV 4
91 STD 5
12 DEV 2
5 DEV 3
36 DEV 2
38 DEV 4
111 STD 5
25 DEV 3
30 DEV 4
7 DEV 5
108 STD 2
32 DEV 2
101 STD 3
33 DEV 3
18 DEV 4
115 STD 5
112 STD 2
104 STD 2
114 STD 4
14 DEV 4
13 DEV 3
92 STD 2
16 DEV 2
118 STD 4
20 DEV 2
3 DEV 5
19 DEV 5
8 DEV 2
29 DEV 3
98 STD 4
2 DEV 4
97 STD 3
94 STD 4
24 DEV 2
17 DEV 3
87 STD 5
113 STD 3
105 STD 3
107 STD 5
93 STD 3
84 STD 2
116 STD 2
95 STD 5
120 STD 2
10 DEV 4
34 DEV 4
117 STD 3
106 STD 4
88 STD 2
26 DEV 4
102 STD 4
103 STD 5
31 DEV 5
86 STD 4
100 STD 2
45 SLC 3
65 SLC 3
72 SLC 2
56 SLC 2
53 SLC 3
63 SLC 5
66 SLC 4
71 SLC 5
64 SLC 2
51 SLC 5
67 SLC 5
54 SLC 4
44 SLC 2
80 SLC 2
62 SLC 4
57 SLC 3
68 SLC 2
74 SLC 4
58 SLC 4
42 SLC 4
60 SLC 2
76 SLC 2
48 SLC 2
61 SLC 3
41 SLC 3
46 SLC 4
49 SLC 3
77 SLC 3
43 SLC 5
70 SLC 4
73 SLC 3
55 SLC 5
75 SLC 5
69 SLC 3
47 SLC 5
50 SLC 4
59 SLC 5
79 SLC 5
78 SLC 4
52 SLC 2
