item sound pos
81 STD 5
82 STD 2
83 STD 3
116 STD 4
120 STD 4
110 STD 2
6 DEV 2
20 DEV 4
86 STD 2
9 DEV 5
33 DEV 5
115 STD 3
111 STD 3
105 STD 5
17 DEV 5
112 STD 4
98 STD 2
99 STD 3
93 STD 5
106 STD 2
100 STD 4
103 STD 3
36 DEV 4
96 STD 4
113 STD 5
15 DEV 3
97 STD 5
92 STD 4
109 STD 5
101 STD 5
13 DEV 5
90 STD 2
38 DEV 2
10 DEV 2
27 DEV 3
117 STD 5
8 DEV 4
21 DEV 5
102 STD 2
107 STD 3
114 STD 2
39 DEV 3
37 DEV 5
34 DEV 2
2 DEV 2
94 STD 2
35 DEV 3
14 DEV 2
5 DEV 5
87 STD 3
7 DEV 3
40 DEV 4
119 STD 3
18 DEV 2
11 DEV 3
24 DEV 4
22 DEV 2
32 DEV 4
26 DEV 2
89 STD 5
16 DEV 4
104 STD 4
4 DEV 4
19 DEV 3
30 DEV 2
108 STD 4
3 DEV 3
88 STD 4
23 DEV 3
25 DEV 5
95 STD 3
12 DEV 4
91 STD 3
118 STD 2
29 DEV 5
85 STD 5
84 STD 4
31 DEV 3
1 DEV 5
28 DEV 4
42 SLC 2
76 SLC 4
63 SLC 3
74 SLC 2
56 SLC 4
59 SLC 3
44 SLC 4
65 SLC 5
67 SLC 3
58 SLC 2
45 SLC 5
51 SLC 3
78 SLC 2
52 SLC 4
62 SLC 2
66 SLC 2
47 SLC 3
79 SLC 3
49 SLC 5
54 SLC 2
41 SLC 5
50 SLC 2
72 SLC 4
69 SLC 5
61 SLC 5
71 SLC 3
55 SLC 3
73 SLC 5
60 SLC 4
48 SLC 4
43 SLC 3
68 SLC 4
75 SLC 3
46 SLC 2
80 SLC 4
77 SLC 5
64 SLC 4
57 SLC 5
70 SLC 2
53 SLC 5
