item sound pos
81 STD 5
82 STD 2
83 STD 3
32 DEV 4
26 DEV 2
18 DEV 2
20 DEV 4
3 DEV 3
6 DEV 2
38 DEV 2
119 STD 3
117 STD 5
28 DEV 4
19 DEV 3
31 DEV 3
17 DEV 5
116 STD 4
33 DEV 5
93 STD 5
7 DEV 3
5 DEV 5
25 DEV 5
8 DEV 4
4 DEV 4
105 STD 5
98 STD 2
2 DEV 2
39 DEV 3
87 STD 3
1 DEV 5
104 STD 4
89 STD 5
23 DEV 3
86 STD 2
115 STD 3
85 STD 5
110 STD 2
16 DEV 4
37 DEV 5
14 DEV 2
112 STD 4
99 STD 3
84 STD 4
111 STD 3
94 STD 2
107 STD 3
22 DEV 2
30 DEV 2
120 STD 4
34 DEV 2
113 STD 5
15 DEV 3
108 STD 4
100 STD 4
103 STD 3
101 STD 5
27 DEV 3
24 DEV 4
13 DEV 5
90 STD 2
36 DEV 4
109 STD 5
10 DEV 2
91 STD 3
102 STD 2
92 STD 4
96 STD 4
114 STD 2
12 DEV 4
35 DEV 3
11 DEV 3
118 STD 2
29 DEV 5
21 DEV 5
106 STD 2
88 STD 4
40 DEV 4
95 STD 3
97 STD 5
9 DEV 5
72 SLC 4
68 SLC 4
65 SLC 5
57 SLC 5
45 SLC 5
42 SLC 2
61 SLC 5
70 SLC 2
80 SLC 4
41 SLC 5
71 SLC 3
79 SLC 3
73 SLC 5
55 SLC 3
62 SLC 2
74 SLC 2
59 SLC 3
44 SLC 4
66 SLC 2
69 SLC 5
56 SLC 4
43 SLC 3
63 SLC 3
76 SLC 4
60 SLC 4
75 SLC 3
78 SLC 2
64 SLC 4
77 SLC 5
53 SLC 5
52 SLC 4
46 SLC 2
49 SLC 5
50 SLC 2
58 SLC 2
47 SLC 3
48 SLC 4
51 SLC 3
67 SLC 3
54 SLC 2
