item sound pos
48 SLC 5
51 SLC 4
61 SLC 2
70 SLC 3
76 SLC 5
53 SLC 2
52 SLC 5
58 SLC 3
57 SLC 2
42 SLC 3
69 SLC 2
65 SLC 2
63 SLC 4
78 SLC 3
54 SLC 3
56 SLC 5
67 SLC 4
75 SLC 4
71 SLC 4
74 SLC 3
41 SLC 2
44 SLC 5
68 SLC 5
79 SLC 4
47 SLC 4
62 SLC 3
55 SLC 4
80 SLC 5
60 SLC 5
49 SLC 2
59 SLC 4
45 SLC 2
66 SLC 3
77 SLC 2
64 SLC 5
50 SLC 3
73 SLC 2
46 SLC 3
72 SLC 5
43 SLC 4
81 STD 2
82 STD 3
83 STD 4
25 DEV 2
110 STD 3
2 DEV 3
120 STD 5
111 STD 4
86 STD 3
115 STD 4
19 DEV 4
31 DEV 4
28 DEV 5
24 DEV 5
107 STD 4
92 STD 5
13 DEV 2
36 DEV 5
10 DEV 3
105 STD 2
23 DEV 4
112 STD 5
113 STD 2
12 DEV 5
32 DEV 5
7 DEV 4
1 DEV 2
116 STD 5
26 DEV 3
8 DEV 5
6 DEV 3
93 STD 2
85 STD 2
16 DEV 5
30 DEV 3
99 STD 4
101 STD 2
94 STD 3
108 STD 5
3 DEV 4
14 DEV 3
100 STD 5
15 DEV 4
103 STD 4
95 STD 4
117 STD 2
21 DEV 2
84 STD 5
33 DEV 2
104 STD 5
18 DEV 3
38 DEV 3
22 DEV 3
4 DEV 5
34 DEV 3
5 DEV 2
96 STD 5
87 STD 4
109 STD 2
90 STD 3
27 DEV 4
39 DEV 4
17 DEV 2
37 DEV 2
29 DEV 2
106 STD 3
114 STD 3
88 STD 5
9 DEV 2
40 DEV 5
102 STD 3
89 STD 2
97 STD 2
11 DEV 4
119 STD 4
20 DEV 5
98 STD 3
35 DEV 4
91 STD 4
118 STD 3
