item sound pos
46 SLC 3
49 SLC 2
54 SLC 3
63 SLC 4
62 SLC 3
50 SLC 3
51 SLC 4
60 SLC 5
64 SLC 5
52 SLC 5
65 SLC 2
41 SLC 2
77 SLC 2
56 SLC 5
80 SLC 5
78 SLC 3
73 SLC 2
61 SLC 2
55 SLC 4
72 SLC 5
70 SLC 3
58 SLC 3
76 SLC 5
67 SLC 4
71 SLC 4
47 SLC 4
59 SLC 4
66 SLC 3
68 SLC 5
57 SLC 2
43 SLC 4
75 SLC 4
53 SLC 2
79 SLC 4
42 SLC 3
74 SLC 3
45 SLC 2
69 SLC 2
48 SLC 5
44 SLC 5
81 STD 2
82 STD 3
83 STD 4
8 DEV 5
115 STD 4
6 DEV 3
108 STD 5
111 STD 4
103 STD 4
87 STD 4
104 STD 5
118 STD 3
37 DEV 2
26 DEV 3
32 DEV 5
27 DEV 4
84 STD 5
107 STD 4
34 DEV 3
21 DEV 2
36 DEV 5
92 STD 5
40 DEV 5
96 STD 5
10 DEV 3
33 DEV 2
110 STD 3
120 STD 5
99 STD 4
5 DEV 2
13 DEV 2
14 DEV 3
35 DEV 4
105 STD 2
97 STD 2
15 DEV 4
17 DEV 2
98 STD 3
101 STD 2
31 DEV 4
25 DEV 2
38 DEV 3
20 DEV 5
22 DEV 3
28 DEV 5
29 DEV 2
100 STD 5
86 STD 3
7 DEV 4
109 STD 2
94 STD 3
2 DEV 3
3 DEV 4
117 STD 2
90 STD 3
30 DEV 3
89 STD 2
4 DEV 5
95 STD 4
116 STD 5
9 DEV 2
18 DEV 3
91 STD 4
106 STD 3
12 DEV 5
11 DEV 4
24 DEV 5
88 STD 5
93 STD 2
114 STD 3
1 DEV 2
85 STD 2
19 DEV 4
16 DEV 5
113 STD 2
102 STD 3
112 STD 5
39 DEV 4
23 DEV 4
119 STD 4
