item sound pos
41 STD 3
42 STD 4
43 STD 5
53 STD 3
44 STD 2
76 STD 2
52 STD 2
77 STD 3
120 DEV 2
51 STD 5
97 DEV 3
65 STD 3
63 STD 5
90 DEV 4
105 DEV 3
112 DEV 2
106 DEV 4
58 STD 4
101 DEV 3
111 DEV 5
115 DEV 5
62 STD 4
56 STD 2
102 DEV 4
78 STD 4
84 DEV 2
82 DEV 4
103 DEV 5
60 STD 2
87 DEV 5
57 STD 3
114 DEV 4
109 DEV 3
108 DEV 2
61 STD 3
68 STD 2
80 STD 2
75 STD 5
98 DEV 4
94 DEV 4
48 STD 2
104 DEV 2
69 STD 3
92 DEV 2
107 DEV 5
100 DEV 2
73 STD 3
95 DEV 5
49 STD 3
70 STD 4
64 STD 2
86 DEV 4
113 DEV 3
74 STD 4
116 DEV 2
91 DEV 5
46 STD 4
71 STD 5
45 STD 3
47 STD 5
110 DEV 4
85 DEV 3
117 DEV 3
66 STD 4
96 DEV 2
118 DEV 4
83 DEV 5
89 DEV 3
54 STD 4
119 DEV 5
50 STD 4
93 DEV 3
59 STD 5
55 STD 5
72 STD 2
79 STD 5
99 DEV 5
81 DEV 3
88 DEV 2
67 STD 5
4 SLC 2
3 SLC 5
28 SLC 2
13 SLC 3
19 SLC 5
10 SLC 4
26 SLC 4
15 SLC 5
20 SLC 2
35 SLC 5
27 SLC 5
36 SLC 2
17 SLC 3
9 SLC 3
12 SLC 2
6 SLC 4
14 SLC 4
29 SLC 3
22 SLC 4
8 SLC 2
23 SLC 5
31 SLC 5
16 SLC 2
25 SLC 3
7 SLC 5
33 SLC 3
18 SLC 4
39 SLC 5
5 SLC 3
38 SLC 4
24 SLC 2
37 SLC 3
11 SLC 5
40 SLC 2
21 SLC 3
34 SLC 4
30 SLC 4
1 SLC 3
32 SLC 2
2 SLC 4
