item sound pos
1 STD 4
2 STD 5
3 STD 2
76 DEV 3
29 STD 4
62 DEV 5
10 STD 5
48 DEV 3
38 STD 5
52 DEV 3
77 DEV 4
16 STD 3
18 STD 5
54 DEV 5
24 STD 3
53 DEV 4
69 DEV 4
60 DEV 3
70 DEV 5
74 DEV 5
32 STD 3
67 DEV 2
19 STD 2
22 STD 5
40 STD 3
27 STD 2
57 DEV 4
9 STD 4
46 DEV 5
68 DEV 3
39 STD 2
7 STD 2
50 DEV 5
49 DEV 4
73 DEV 4
4 STD 3
41 DEV 4
6 STD 5
51 DEV 2
79 DEV 2
20 STD 3
21 STD 4
72 DEV 3
47 DEV 2
43 DEV 2
42 DEV 5
78 DEV 5
28 STD 3
64 DEV 3
13 STD 4
63 DEV 2
44 DEV 3
58 DEV 5
71 DEV 2
12 STD 3
8 STD 3
55 DEV 2
56 DEV 3
17 STD 4
5 STD 4
45 DEV 4
23 STD 2
15 STD 2
14 STD 5
80 DEV 3
30 STD 5
75 DEV 2
61 DEV 4
37 STD 4
66 DEV 5
59 DEV 2
11 STD 2
36 STD 3
31 STD 2
65 DEV 4
26 STD 5
25 STD 4
35 STD 2
34 STD 5
33 STD 4
103 SLC 2
112 SLC 3
91 SLC 2
85 SLC 4
87 SLC 2
98 SLC 5
90 SLC 5
82 SLC 5
101 SLC 4
96 SLC 3
114 SLC 5
113 SLC 4
81 SLC 4
86 SLC 5
97 SLC 4
88 SLC 3
106 SLC 5
104 SLC 3
107 SLC 2
100 SLC 3
109 SLC 4
92 SLC 3
95 SLC 2
93 SLC 4
111 SLC 2
110 SLC 5
108 SLC 3
102 SLC 5
115 SLC 2
105 SLC 4
120 SLC 3
83 SLC 2
99 SLC 2
94 SLC 5
116 SLC 3
89 SLC 4
84 SLC 3
117 SLC 4
118 SLC 5
119 SLC 2
