item sound pos
81 STD 3
82 STD 4
83 STD 5
6 DEV 4
119 STD 5
35 DEV 5
23 DEV 5
100 STD 2
115 STD 5
98 STD 4
108 STD 2
88 STD 2
37 DEV 3
93 STD 3
13 DEV 3
109 STD 3
17 DEV 3
16 DEV 2
11 DEV 5
113 STD 3
25 DEV 3
9 DEV 3
27 DEV 5
101 STD 3
112 STD 2
117 STD 3
92 STD 2
90 STD 4
103 STD 5
1 DEV 3
19 DEV 5
87 STD 5
96 STD 2
36 DEV 2
7 DEV 5
31 DEV 5
38 DEV 4
89 STD 3
106 STD 4
118 STD 4
4 DEV 2
86 STD 4
39 DEV 5
20 DEV 2
22 DEV 4
91 STD 5
8 DEV 2
104 STD 2
84 STD 2
24 DEV 2
18 DEV 4
5 DEV 3
116 STD 2
30 DEV 4
94 STD 4
28 DEV 2
105 STD 3
40 DEV 2
3 DEV 5
99 STD 5
33 DEV 3
10 DEV 4
111 STD 5
107 STD 5
21 DEV 3
15 DEV 5
110 STD 4
120 STD 2
32 DEV 2
85 STD 3
2 DEV 4
12 DEV 2
14 DEV 4
114 STD 4
29 DEV 3
97 STD 3
95 STD 5
34 DEV 4
102 STD 4
26 DEV 4
49 SLC 3
70 SLC 4
65 SLC 3
78 SLC 4
69 SLC 3
75 SLC 5
57 SLC 3
59 SLC 5
42 SLC 4
71 SLC 5
72 SLC 2
46 SLC 4
62 SLC 4
55 SLC 5
56 SLC 2
77 SLC 3
67 SLC 5
43 SLC 5
44 SLC 2
61 SLC 3
60 SLC 2
79 SLC 5
45 SLC 3
48 SLC 2
47 SLC 5
52 SLC 2
76 SLC 2
74 SLC 4
51 SLC 5
41 SLC 3
73 SLC 3
68 SLC 2
53 SLC 3
64 SLC 2
63 SLC 5
50 SLC 4
58 SLC 4
66 SLC 4
80 SLC 2
54 SLC 4
