item sound pos
81 STD 3
82 STD 4
83 STD 5
8 DEV 2
31 DEV 5
119 STD 5
105 STD 3
91 STD 5
32 DEV 2
84 STD 2
117 STD 3
35 DEV 5
20 DEV 2
115 STD 5
100 STD 2
33 DEV 3
95 STD 5
39 DEV 5
40 DEV 2
99 STD 5
104 STD 2
112 STD 2
106 STD 4
5 DEV 3
114 STD 4
27 DEV 5
118 STD 4
11 DEV 5
2 DEV 4
103 STD 5
87 STD 5
29 DEV 3
9 DEV 3
12 DEV 2
111 STD 5
98 STD 4
120 STD 2
38 DEV 4
15 DEV 5
93 STD 3
34 DEV 4
94 STD 4
26 DEV 4
90 STD 4
17 DEV 3
36 DEV 2
89 STD 3
6 DEV 4
96 STD 2
16 DEV 2
21 DEV 3
88 STD 2
13 DEV 3
113 STD 3
23 DEV 5
30 DEV 4
18 DEV 4
102 STD 4
109 STD 3
86 STD 4
3 DEV 5
28 DEV 2
97 STD 3
22 DEV 4
107 STD 5
108 STD 2
110 STD 4
25 DEV 3
14 DEV 4
10 DEV 4
101 STD 3
1 DEV 3
116 STD 2
85 STD 3
92 STD 2
37 DEV 3
24 DEV 2
4 DEV 2
19 DEV 5
7 DEV 5
75 SLC 5
56 SLC 2
51 SLC 5
60 SLC 2
44 SLC 2
46 SLC 4
57 SLC 3
59 SLC 5
42 SLC 4
71 SLC 5
41 SLC 3
64 SLC 2
50 SLC 4
48 SLC 2
73 SLC 3
55 SLC 5
43 SLC 5
62 SLC 4
49 SLC 3
47 SLC 5
77 SLC 3
52 SLC 2
61 SLC 3
80 SLC 2
45 SLC 3
72 SLC 2
54 SLC 4
69 SLC 3
70 SLC 4
65 SLC 3
74 SLC 4
53 SLC 3
78 SLC 4
68 SLC 2
79 SLC 5
58 SLC 4
66 SLC 4
63 SLC 5
76 SLC 2
67 SLC 5
