item sound pos
1 STD 2
2 STD 3
3 STD 4
4 STD 5
79 DEV 4
20 STD 5
19 STD 4
5 STD 2
72 DEV 5
60 DEV 5
44 DEV 5
21 STD 2
63 DEV 4
37 STD 2
51 DEV 4
12 STD 5
32 STD 5
57 DEV 2
25 STD 2
7 STD 4
18 STD 3
76 DEV 5
40 STD 5
16 STD 5
41 DEV 2
36 STD 5
75 DEV 4
15 STD 4
46 DEV 3
35 STD 4
50 DEV 3
74 DEV 3
23 STD 4
67 DEV 4
66 DEV 3
26 STD 3
64 DEV 5
43 DEV 4
10 STD 3
49 DEV 2
34 STD 3
52 DEV 5
48 DEV 5
45 DEV 2
24 STD 5
71 DEV 4
42 DEV 3
31 STD 4
69 DEV 2
80 DEV 5
62 DEV 3
70 DEV 3
9 STD 2
54 DEV 3
27 STD 4
17 STD 2
8 STD 5
77 DEV 2
39 STD 4
78 DEV 3
30 STD 3
29 STD 2
65 DEV 2
33 STD 2
61 DEV 2
47 DEV 4
14 STD 3
56 DEV 5
13 STD 2
58 DEV 3
53 DEV 2
28 STD 5
38 STD 3
73 DEV 2
6 STD 3
22 STD 3
68 DEV 5
55 DEV 4
11 STD 4
59 DEV 4
115 SLC 4
100 SLC 5
118 SLC 3
104 SLC 5
103 SLC 4
99 SLC 4
81 SLC 2
116 SLC 5
101 SLC 2
108 SLC 5
113 SLC 2
112 SLC 5
90 SLC 3
105 SLC 2
97 SLC 2
84 SLC 5
119 SLC 4
114 SLC 3
88 SLC 5
120 SLC 5
91 SLC 4
102 SLC 3
109 SLC 2
92 SLC 5
87 SLC 4
117 SLC 2
111 SLC 4
86 SLC 3
95 SLC 4
98 SLC 3
82 SLC 3
94 SLC 3
83 SLC 4
89 SLC 2
96 SLC 5
106 SLC 3
85 SLC 2
93 SLC 2
110 SLC 3
107 SLC 4
