item sound pos
41 STD 5
42 STD 2
43 STD 3
44 STD 4
60 STD 4
61 STD 5
71 STD 3
97 DEV 5
68 STD 4
112 DEV 4
55 STD 3
57 STD 5
113 DEV 5
73 STD 5
116 DEV 4
45 STD 5
103 DEV 3
108 DEV 4
76 STD 4
84 DEV 4
79 STD 3
91 DEV 3
114 DEV 2
64 STD 4
56 STD 4
49 STD 5
110 DEV 2
69 STD 5
109 DEV 5
94 DEV 2
81 DEV 5
88 DEV 4
105 DEV 5
70 STD 2
98 DEV 2
78 STD 2
65 STD 5
83 DEV 3
96 DEV 4
102 DEV 2
120 DEV 4
106 DEV 2
46 STD 2
50 STD 2
62 STD 2
74 STD 2
67 STD 3
58 STD 2
119 DEV 3
117 DEV 5
100 DEV 4
80 STD 4
52 STD 4
99 DEV 3
85 DEV 5
86 DEV 2
90 DEV 2
104 DEV 4
72 STD 4
92 DEV 4
93 DEV 5
89 DEV 5
115 DEV 3
77 STD 5
75 STD 3
101 DEV 5
95 DEV 3
118 DEV 2
54 STD 2
82 DEV 2
87 DEV 3
63 STD 3
59 STD 3
111 DEV 3
51 STD 3
48 STD 4
66 STD 2
47 STD 3
53 STD 5
107 DEV 3
18 SLC 2
11 SLC 3
29 SLC 5
9 SLC 5
23 SLC 3
38 SLC 2
5 SLC 5
32 SLC 4
1 SLC 5
8 SLC 4
12 SLC 4
13 SLC 5
10 SLC 2
19 SLC 3
2 SLC 2
20 SLC 4
6 SLC 2
24 SLC 4
30 SLC 2
28 SLC 4
26 SLC 2
36 SLC 4
35 SLC 3
31 SLC 3
4 SLC 4
40 SLC 4
15 SLC 3
7 SLC 3
39 SLC 3
37 SLC 5
33 SLC 5
21 SLC 5
16 SLC 4
27 SLC 3
22 SLC 2
3 SLC 3
34 SLC 2
17 SLC 5
14 SLC 2
25 SLC 5
