item sound pos
98 SLC 4
119 SLC 5
105 SLC 3
83 SLC 5
96 SLC 2
81 SLC 3
109 SLC 3
112 SLC 2
114 SLC 4
103 SLC 5
84 SLC 2
93 SLC 3
111 SLC 5
106 SLC 4
110 SLC 4
82 SLC 4
97 SLC 3
120 SLC 2
118 SLC 4
88 SLC 2
101 SLC 3
94 SLC 4
85 SLC 3
115 SLC 5
108 SLC 2
92 SLC 2
90 SLC 4
113 SLC 3
102 SLC 4
117 SLC 3
107 SLC 5
89 SLC 3
95 SLC 5
86 SLC 4
99 SLC 5
87 SLC 5
100 SLC 2
91 SLC 5
116 SLC 2
104 SLC 2
1 STD 3
2 STD 4
3 STD 5
72 DEV 2
13 STD 3
54 DEV 4
21 STD 3
17 STD 3
8 STD 2
67 DEV 5
16 STD 2
62 DEV 4
25 STD 3
28 STD 2
61 DEV 3
38 STD 4
45 DEV 3
23 STD 5
50 DEV 4
14 STD 4
65 DEV 3
58 DEV 4
36 STD 2
41 DEV 3
32 STD 2
77 DEV 3
43 DEV 5
5 STD 3
66 DEV 4
76 DEV 2
39 STD 5
69 DEV 3
49 DEV 3
18 STD 4
57 DEV 3
59 DEV 5
4 STD 2
34 STD 4
52 DEV 2
44 DEV 2
73 DEV 3
6 STD 4
80 DEV 2
48 DEV 2
12 STD 2
37 STD 3
10 STD 4
47 DEV 5
71 DEV 5
19 STD 5
53 DEV 3
24 STD 2
79 DEV 5
35 STD 5
42 DEV 4
70 DEV 4
55 DEV 5
78 DEV 4
46 DEV 4
26 STD 4
30 STD 4
22 STD 4
68 DEV 2
7 STD 5
29 STD 3
64 DEV 2
15 STD 5
40 STD 2
60 DEV 2
63 DEV 5
56 DEV 2
51 DEV 5
33 STD 3
27 STD 5
20 STD 2
74 DEV 4
11 STD 5
9 STD 3
31 STD 5
75 DEV 5
