item sound pos
34 SLC 3
27 SLC 4
19 SLC 4
40 SLC 5
36 SLC 5
39 SLC 4
5 SLC 2
1 SLC 2
22 SLC 3
24 SLC 5
35 SLC 4
29 SLC 2
20 SLC 5
15 SLC 4
31 SLC 4
12 SLC 5
38 SLC 3
14 SLC 3
28 SLC 5
10 SLC 3
32 SLC 5
23 SLC 4
26 SLC 3
9 SLC 2
17 SLC 2
21 SLC 2
37 SLC 2
13 SLC 2
18 SLC 3
3 SLC 4
33 SLC 2
8 SLC 5
7 SLC 4
4 SLC 5
11 SLC 4
30 SLC 3
25 SLC 2
2 SLC 3
6 SLC 3
16 SLC 5
41 STD 2
42 STD 3
43 STD 4
60 STD 5
51 STD 4
85 DEV 2
75 STD 4
57 STD 2
90 DEV 3
70 STD 3
55 STD 4
109 DEV 2
115 DEV 4
98 DEV 3
64 STD 5
82 DEV 3
101 DEV 2
47 STD 4
120 DEV 5
102 DEV 3
119 DEV 4
74 STD 3
67 STD 4
71 STD 4
99 DEV 4
117 DEV 2
45 STD 2
112 DEV 5
92 DEV 5
50 STD 3
95 DEV 4
73 STD 2
69 STD 2
83 DEV 4
58 STD 3
63 STD 4
116 DEV 5
54 STD 3
118 DEV 3
86 DEV 3
78 STD 3
65 STD 2
53 STD 2
44 STD 5
62 STD 3
84 DEV 5
76 STD 5
46 STD 3
93 DEV 2
72 STD 5
87 DEV 4
108 DEV 5
80 STD 5
96 DEV 5
89 DEV 2
52 STD 5
59 STD 4
68 STD 5
77 STD 2
56 STD 5
110 DEV 3
103 DEV 4
91 DEV 4
48 STD 5
81 DEV 2
79 STD 4
105 DEV 2
106 DEV 3
111 DEV 4
88 DEV 5
104 DEV 5
49 STD 2
113 DEV 2
107 DEV 4
66 STD 3
61 STD 2
114 DEV 3
94 DEV 3
100 DEV 5
97 DEV 2
