item sound pos
81 STD 3
82 STD 4
83 STD 5
14 DEV 4
29 DEV 3
88 STD 2
40 DEV 2
24 DEV 2
96 STD 2
94 STD 4
107 STD 5
108 STD 2
101 STD 3
8 DEV 2
1 DEV 3
90 STD 4
35 DEV 5
98 STD 4
12 DEV 2
91 STD 5
18 DEV 4
115 STD 5
30 DEV 4
112 STD 2
117 STD 3
26 DEV 4
100 STD 2
22 DEV 4
34 DEV 4
84 STD 2
105 STD 3
118 STD 4
38 DEV 4
99 STD 5
110 STD 4
3 DEV 5
106 STD 4
27 DEV 5
103 STD 5
7 DEV 5
6 DEV 4
13 DEV 3
39 DEV 5
2 DEV 4
17 DEV 3
111 STD 5
20 DEV 2
33 DEV 3
11 DEV 5
32 DEV 2
95 STD 5
120 STD 2
86 STD 4
119 STD 5
25 DEV 3
85 STD 3
31 DEV 5
16 DEV 2
92 STD 2
15 DEV 5
5 DEV 3
36 DEV 2
23 DEV 5
102 STD 4
89 STD 3
109 STD 3
4 DEV 2
21 DEV 3
28 DEV 2
104 STD 2
10 DEV 4
113 STD 3
116 STD 2
19 DEV 5
114 STD 4
97 STD 3
87 STD 5
37 DEV 3
93 STD 3
9 DEV 3
57 SLC 3
52 SLC 2
65 SLC 3
49 SLC 3
55 SLC 5
44 SLC 2
54 SLC 4
45 SLC 3
80 SLC 2
46 SLC 4
63 SLC 5
56 SLC 2
64 SLC 2
61 SLC 3
43 SLC 5
67 SLC 5
59 SLC 5
74 SLC 4
72 SLC 2
50 SLC 4
51 SLC 5
79 SLC 5
41 SLC 3
42 SLC 4
71 SLC 5
77 SLC 3
58 SLC 4
48 SLC 2
75 SLC 5
70 SLC 4
69 SLC 3
78 SLC 4
60 SLC 2
62 SLC 4
76 SLC 2
53 SLC 3
68 SLC 2
73 SLC 3
47 SLC 5
66 SLC 4
