item sound pos
1 STD 2
2 STD 3
3 STD 4
64 DEV 5
12 STD 5
31 STD 4
71 DEV 4
47 DEV 4
70 DEV 3
16 STD 5
28 STD 5
42 DEV 3
65 DEV 2
68 DEV 5
5 STD 2
15 STD 4
22 STD 3
80 DEV 5
27 STD 4
73 DEV 2
13 STD 2
61 DEV 2
37 STD 2
62 DEV 3
14 STD 3
51 DEV 4
52 DEV 5
34 STD 3
72 DEV 5
29 STD 2
7 STD 4
76 DEV 5
39 STD 4
36 STD 5
54 DEV 3
32 STD 5
56 DEV 5
30 STD 3
50 DEV 3
24 STD 5
10 STD 3
43 DEV 4
75 DEV 4
38 STD 3
26 STD 3
63 DEV 4
25 STD 2
40 STD 5
18 STD 3
17 STD 2
58 DEV 3
23 STD 4
4 STD 5
79 DEV 4
48 DEV 5
41 DEV 2
49 DEV 2
44 DEV 5
55 DEV 4
35 STD 4
57 DEV 2
6 STD 3
19 STD 4
59 DEV 4
8 STD 5
20 STD 5
33 STD 2
67 DEV 4
45 DEV 2
66 DEV 3
74 DEV 3
69 DEV 2
77 DEV 2
60 DEV 5
11 STD 4
78 DEV 3
53 DEV 2
9 STD 2
21 STD 2
46 DEV 3
119 SLC 4
94 SLC 3
100 SLC 5
108 SLC 5
87 SLC 4
110 SLC 3
88 SLC 5
86 SLC 3
101 SLC 2
85 SLC 2
83 SLC 4
112 SLC 5
114 SLC 3
104 SLC 5
105 SLC 2
107 SLC 4
93 SLC 2
95 SLC 4
82 SLC 3
103 SLC 4
116 SLC 5
90 SLC 3
109 SLC 2
120 SLC 5
84 SLC 5
113 SLC 2
99 SLC 4
97 SLC 2
96 SLC 5
106 SLC 3
91 SLC 4
98 SLC 3
115 SLC 4
81 SLC 2
118 SLC 3
89 SLC 2
102 SLC 3
117 SLC 2
92 SLC 5
111 SLC 4
