item sound pos
1 STD 4
2 STD 5
3 STD 2
19 STD 2
27 STD 2
8 STD 3
49 DEV 4
5 STD 4
68 DEV 3
38 STD 5
4 STD 3
79 DEV 2
51 DEV 2
18 STD 5
73 DEV 4
70 DEV 5
14 STD 5
46 DEV 5
12 STD 3
59 DEV 2
15 STD 2
34 STD 5
53 DEV 4
43 DEV 2
54 DEV 5
48 DEV 3
29 STD 4
71 DEV 2
23 STD 2
11 STD 2
24 STD 3
9 STD 4
66 DEV 5
67 DEV 2
44 DEV 3
61 DEV 4
36 STD 3
37 STD 4
76 DEV 3
45 DEV 4
63 DEV 2
41 DEV 4
75 DEV 2
57 DEV 4
72 DEV 3
78 DEV 5
65 DEV 4
80 DEV 3
50 DEV 5
47 DEV 2
6 STD 5
31 STD 2
28 STD 3
56 DEV 3
22 STD 5
26 STD 5
35 STD 2
62 DEV 5
10 STD 5
69 DEV 4
25 STD 4
32 STD 3
16 STD 3
13 STD 4
39 STD 2
17 STD 4
21 STD 4
77 DEV 4
42 DEV 5
33 STD 4
40 STD 3
55 DEV 2
58 DEV 5
20 STD 3
7 STD 2
64 DEV 3
52 DEV 3
74 DEV 5
30 STD 5
60 DEV 3
106 SLC 5
113 SLC 4
91 SLC 2
85 SLC 4
83 SLC 2
101 SLC 4
92 SLC 3
97 SLC 4
111 SLC 2
102 SLC 5
96 SLC 3
89 SLC 4
118 SLC 5
81 SLC 4
93 SLC 4
114 SLC 5
104 SLC 3
94 SLC 5
112 SLC 3
84 SLC 3
98 SLC 5
88 SLC 3
100 SLC 3
110 SLC 5
119 SLC 2
107 SLC 2
87 SLC 2
109 SLC 4
90 SLC 5
103 SLC 2
108 SLC 3
86 SLC 5
120 SLC 3
115 SLC 2
105 SLC 4
99 SLC 2
95 SLC 2
82 SLC 5
116 SLC 3
117 SLC 4
