item sound pos
58 SLC 5
69 SLC 4
47 SLC 2
51 SLC 2
63 SLC 2
52 SLC 3
48 SLC 3
65 SLC 4
79 SLC 2
45 SLC 4
73 SLC 4
46 SLC 5
56 SLC 3
49 SLC 4
41 SLC 4
74 SLC 5
76 SLC 3
78 SLC 5
70 SLC 5
62 SLC 5
44 SLC 3
75 SLC 2
43 SLC 2
50 SLC 5
42 SLC 5
54 SLC 5
66 SLC 5
57 SLC 4
67 SLC 2
55 SLC 2
64 SLC 3
53 SLC 4
68 SLC 3
72 SLC 3
60 SLC 3
80 SLC 3
61 SLC 4
77 SLC 4
59 SLC 2
71 SLC 2
81 STD 4
82 STD 5
83 STD 2
107 STD 2
93 STD 4
95 STD 2
24 DEV 3
119 STD 2
109 STD 4
114 STD 5
101 STD 4
110 STD 5
84 STD 3
92 STD 3
11 DEV 2
103 STD 2
94 STD 5
116 STD 3
100 STD 3
13 DEV 4
28 DEV 3
30 DEV 5
98 STD 5
118 STD 5
105 STD 4
88 STD 3
89 STD 4
6 DEV 5
40 DEV 3
87 STD 2
38 DEV 5
12 DEV 3
111 STD 2
23 DEV 2
21 DEV 4
91 STD 2
4 DEV 3
112 STD 3
16 DEV 3
117 STD 4
5 DEV 4
26 DEV 5
25 DEV 4
120 STD 3
20 DEV 3
8 DEV 3
86 STD 5
36 DEV 3
3 DEV 2
29 DEV 4
14 DEV 5
9 DEV 4
104 STD 3
17 DEV 4
31 DEV 2
22 DEV 5
19 DEV 2
2 DEV 5
18 DEV 5
96 STD 3
34 DEV 5
113 STD 4
10 DEV 5
108 STD 3
102 STD 5
99 STD 2
97 STD 4
115 STD 2
90 STD 5
1 DEV 4
7 DEV 2
35 DEV 2
106 STD 5
32 DEV 3
37 DEV 4
33 DEV 4
15 DEV 2
27 DEV 2
39 DEV 2
85 STD 4
