item sound pos
52 SLC 3
53 SLC 4
64 SLC 3
51 SLC 2
65 SLC 4
78 SLC 5
68 SLC 3
63 SLC 2
43 SLC 2
41 SLC 4
80 SLC 3
42 SLC 5
49 SLC 4
50 SLC 5
69 SLC 4
58 SLC 5
56 SLC 3
66 SLC 5
59 SLC 2
54 SLC 5
72 SLC 3
61 SLC 4
48 SLC 3
60 SLC 3
62 SLC 5
77 SLC 4
47 SLC 2
45 SLC 4
44 SLC 3
76 SLC 3
70 SLC 5
79 SLC 2
71 SLC 2
55 SLC 2
57 SLC 4
46 SLC 5
73 SLC 4
67 SLC 2
75 SLC 2
74 SLC 5
81 STD 4
82 STD 5
83 STD 2
109 STD 4
84 STD 3
16 DEV 3
117 STD 4
3 DEV 2
111 STD 2
34 DEV 5
104 STD 3
90 STD 5
85 STD 4
103 STD 2
89 STD 4
30 DEV 5
22 DEV 5
19 DEV 2
21 DEV 4
13 DEV 4
118 STD 5
23 DEV 2
99 STD 2
6 DEV 5
28 DEV 3
35 DEV 2
4 DEV 3
17 DEV 4
12 DEV 3
93 STD 4
20 DEV 3
37 DEV 4
2 DEV 5
7 DEV 2
110 STD 5
113 STD 4
40 DEV 3
24 DEV 3
38 DEV 5
36 DEV 3
97 STD 4
33 DEV 4
94 STD 5
9 DEV 4
39 DEV 2
15 DEV 2
96 STD 3
101 STD 4
116 STD 3
26 DEV 5
100 STD 3
8 DEV 3
5 DEV 4
88 STD 3
32 DEV 3
108 STD 3
95 STD 2
31 DEV 2
10 DEV 5
29 DEV 4
102 STD 5
87 STD 2
14 DEV 5
119 STD 2
86 STD 5
120 STD 3
1 DEV 4
27 DEV 2
107 STD 2
91 STD 2
98 STD 5
115 STD 2
112 STD 3
106 STD 5
92 STD 3
18 DEV 5
25 DEV 4
105 STD 4
114 STD 5
11 DEV 2
