item sound pos
97 SLC 5
90 SLC 2
83 SLC 3
91 SLC 3
98 SLC 2
101 SLC 5
119 SLC 3
111 SLC 3
102 SLC 2
106 SLC 2
107 SLC 3
120 SLC 4
81 SLC 5
104 SLC 4
100 SLC 4
116 SLC 4
113 SLC 5
84 SLC 4
88 SLC 4
82 SLC 2
109 SLC 5
93 SLC 5
108 SLC 4
94 SLC 2
110 SLC 2
86 SLC 2
89 SLC 5
96 SLC 4
85 SLC 5
118 SLC 2
114 SLC 2
117 SLC 5
112 SLC 4
115 SLC 3
92 SLC 4
87 SLC 3
103 SLC 3
105 SLC 5
95 SLC 3
99 SLC 3
1 STD 5
2 STD 2
3 STD 3
18 STD 2
76 DEV 4
70 DEV 2
78 DEV 2
12 STD 4
48 DEV 4
51 DEV 3
11 STD 3
30 STD 2
72 DEV 4
62 DEV 2
25 STD 5
40 STD 4
28 STD 4
33 STD 5
47 DEV 3
23 STD 3
55 DEV 3
37 STD 5
15 STD 3
69 DEV 5
50 DEV 2
19 STD 3
77 DEV 5
63 DEV 3
39 STD 3
22 STD 2
80 DEV 4
21 STD 5
65 DEV 5
24 STD 4
29 STD 5
79 DEV 3
5 STD 5
17 STD 5
6 STD 2
41 DEV 5
9 STD 5
52 DEV 4
8 STD 4
64 DEV 4
13 STD 5
7 STD 3
71 DEV 3
57 DEV 5
73 DEV 5
10 STD 2
32 STD 4
14 STD 2
27 STD 3
20 STD 4
34 STD 2
16 STD 4
49 DEV 5
66 DEV 2
4 STD 4
61 DEV 5
26 STD 2
43 DEV 3
75 DEV 3
44 DEV 4
59 DEV 3
68 DEV 4
54 DEV 2
42 DEV 2
38 STD 2
35 STD 3
46 DEV 2
74 DEV 2
56 DEV 4
45 DEV 5
67 DEV 3
31 STD 3
58 DEV 2
53 DEV 5
36 STD 4
60 DEV 4
