item sound pos
41 STD 3
42 STD 4
43 STD 5
49 STD 3
111 DEV 5
106 DEV 4
89 DEV 3
87 DEV 5
79 STD 5
55 STD 5
70 STD 4
84 DEV 2
74 STD 4
102 DEV 4
80 STD 2
56 STD 2
83 DEV 5
78 STD 4
107 DEV 5
50 STD 4
77 STD 3
48 STD 2
60 STD 2
65 STD 3
96 DEV 2
62 STD 4
93 DEV 3
88 DEV 2
82 DEV 4
116 DEV 2
71 STD 5
115 DEV 5
86 DEV 4
98 DEV 4
109 DEV 3
101 DEV 3
114 DEV 4
118 DEV 4
59 STD 5
117 DEV 3
100 DEV 2
119 DEV 5
90 DEV 4
113 DEV 3
66 STD 4
103 DEV 5
68 STD 2
57 STD 3
45 STD 3
58 STD 4
69 STD 3
105 DEV 3
44 STD 2
73 STD 3
54 STD 4
94 DEV 4
46 STD 4
120 DEV 2
61 STD 3
52 STD 2
95 DEV 5
108 DEV 2
72 STD 2
67 STD 5
97 DEV 3
81 DEV 3
51 STD 5
110 DEV 4
99 DEV 5
75 STD 5
53 STD 3
47 STD 5
64 STD 2
63 STD 5
112 DEV 2
76 STD 2
91 DEV 5
85 DEV 3
104 DEV 2
92 DEV 2
23 SLC 5
21 SLC 3
9 SLC 3
37 SLC 3
28 SLC 2
16 SLC 2
10 SLC 4
8 SLC 2
13 SLC 3
7 SLC 5
5 SLC 3
29 SLC 3
34 SLC 4
40 SLC 2
25 SLC 3
12 SLC 2
15 SLC 5
24 SLC 2
20 SLC 2
11 SLC 5
33 SLC 3
35 SLC 5
27 SLC 5
19 SLC 5
17 SLC 3
3 SLC 5
2 SLC 4
1 SLC 3
6 SLC 4
22 SLC 4
30 SLC 4
32 SLC 2
36 SLC 2
14 SLC 4
26 SLC 4
18 SLC 4
38 SLC 4
39 SLC 5
31 SLC 5
4 SLC 2
