item sound pos
97 SLC 5
117 SLC 5
89 SLC 5
107 SLC 3
81 SLC 5
82 SLC 2
101 SLC 5
119 SLC 3
102 SLC 2
99 SLC 3
98 SLC 2
85 SLC 5
96 SLC 4
104 SLC 4
86 SLC 2
95 SLC 3
111 SLC 3
116 SLC 4
100 SLC 4
113 SLC 5
108 SLC 4
106 SLC 2
105 SLC 5
109 SLC 5
112 SLC 4
90 SLC 2
110 SLC 2
114 SLC 2
94 SLC 2
84 SLC 4
88 SLC 4
103 SLC 3
91 SLC 3
120 SLC 4
118 SLC 2
83 SLC 3
93 SLC 5
87 SLC 3
92 SLC 4
115 SLC 3
1 STD 5
2 STD 2
3 STD 3
14 STD 2
32 STD 4
48 DEV 4
31 STD 3
40 STD 4
30 STD 2
9 STD 5
29 STD 5
36 STD 4
70 DEV 2
62 DEV 2
18 STD 2
78 DEV 2
49 DEV 5
47 DEV 3
19 STD 3
45 DEV 5
53 DEV 5
51 DEV 3
22 STD 2
46 DEV 2
54 DEV 2
73 DEV 5
58 DEV 2
79 DEV 3
28 STD 4
44 DEV 4
75 DEV 3
39 STD 3
74 DEV 2
64 DEV 4
68 DEV 4
50 DEV 2
27 STD 3
71 DEV 3
11 STD 3
38 STD 2
5 STD 5
60 DEV 4
17 STD 5
6 STD 2
77 DEV 5
80 DEV 4
66 DEV 2
35 STD 3
67 DEV 3
15 STD 3
26 STD 2
21 STD 5
63 DEV 3
7 STD 3
42 DEV 2
52 DEV 4
10 STD 2
34 STD 2
69 DEV 5
56 DEV 4
72 DEV 4
43 DEV 3
20 STD 4
4 STD 4
41 DEV 5
23 STD 3
13 STD 5
12 STD 4
59 DEV 3
55 DEV 3
25 STD 5
65 DEV 5
24 STD 4
61 DEV 5
57 DEV 5
37 STD 5
33 STD 5
8 STD 4
16 STD 4
76 DEV 4
