item sound pos
99 SLC 3
113 SLC 5
82 SLC 2
84 SLC 4
115 SLC 3
96 SLC 4
101 SLC 5
104 SLC 4
86 SLC 2
108 SLC 4
81 SLC 5
112 SLC 4
119 SLC 3
118 SLC 2
116 SLC 4
117 SLC 5
91 SLC 3
90 SLC 2
85 SLC 5
114 SLC 2
94 SLC 2
98 SLC 2
102 SLC 2
103 SLC 3
106 SLC 2
97 SLC 5
83 SLC 3
92 SLC 4
88 SLC 4
110 SLC 2
107 SLC 3
93 SLC 5
111 SLC 3
100 SLC 4
120 SLC 4
105 SLC 5
89 SLC 5
87 SLC 3
95 SLC 3
109 SLC 5
1 STD 5
2 STD 2
3 STD 3
37 STD 5
9 STD 5
52 DEV 4
34 STD 2
67 DEV 3
74 DEV 2
21 STD 5
38 STD 2
27 STD 3
75 DEV 3
32 STD 4
15 STD 3
29 STD 5
46 DEV 2
43 DEV 3
17 STD 5
20 STD 4
51 DEV 3
63 DEV 3
71 DEV 3
18 STD 2
41 DEV 5
35 STD 3
39 STD 3
40 STD 4
54 DEV 2
8 STD 4
49 DEV 5
59 DEV 3
45 DEV 5
55 DEV 3
47 DEV 3
5 STD 5
31 STD 3
4 STD 4
12 STD 4
56 DEV 4
61 DEV 5
13 STD 5
26 STD 2
69 DEV 5
44 DEV 4
57 DEV 5
42 DEV 2
65 DEV 5
48 DEV 4
76 DEV 4
73 DEV 5
6 STD 2
25 STD 5
58 DEV 2
23 STD 3
78 DEV 2
50 DEV 2
36 STD 4
11 STD 3
80 DEV 4
60 DEV 4
66 DEV 2
79 DEV 3
33 STD 5
7 STD 3
19 STD 3
16 STD 4
62 DEV 2
64 DEV 4
53 DEV 5
68 DEV 4
72 DEV 4
22 STD 2
77 DEV 5
14 STD 2
28 STD 4
70 DEV 2
30 STD 2
24 STD 4
10 STD 2
