item sound pos
35 SLC 2
24 SLC 3
20 SLC 3
6 SLC 5
28 SLC 3
1 SLC 4
27 SLC 2
3 SLC 2
23 SLC 2
36 SLC 3
32 SLC 3
30 SLC 5
18 SLC 5
34 SLC 5
12 SLC 3
7 SLC 2
29 SLC 4
38 SLC 5
11 SLC 2
9 SLC 4
39 SLC 2
25 SLC 4
26 SLC 5
21 SLC 4
17 SLC 4
40 SLC 3
14 SLC 5
10 SLC 5
31 SLC 2
8 SLC 3
5 SLC 4
37 SLC 4
2 SLC 5
33 SLC 4
13 SLC 4
15 SLC 2
22 SLC 5
4 SLC 3
16 SLC 3
19 SLC 2
41 STD 4
42 STD 5
43 STD 2
93 DEV 4
111 DEV 2
76 STD 3
60 STD 3
91 DEV 2
54 STD 5
88 DEV 3
46 STD 5
70 STD 5
68 STD 3
112 DEV 3
56 STD 3
65 STD 4
80 STD 3
95 DEV 2
87 DEV 2
100 DEV 3
73 STD 4
49 STD 4
79 STD 2
94 DEV 5
82 DEV 5
55 STD 2
51 STD 2
85 DEV 4
74 STD 5
63 STD 2
97 DEV 4
116 DEV 3
59 STD 2
53 STD 4
105 DEV 4
113 DEV 4
92 DEV 3
81 DEV 4
75 STD 2
84 DEV 3
83 DEV 2
118 DEV 5
52 STD 3
96 DEV 3
77 STD 4
108 DEV 3
104 DEV 3
101 DEV 4
107 DEV 2
86 DEV 5
120 DEV 3
67 STD 2
98 DEV 5
90 DEV 5
99 DEV 2
109 DEV 4
106 DEV 5
78 STD 5
72 STD 3
50 STD 5
89 DEV 4
71 STD 2
62 STD 5
103 DEV 2
57 STD 4
115 DEV 2
66 STD 5
47 STD 2
58 STD 5
117 DEV 4
44 STD 3
114 DEV 5
110 DEV 5
45 STD 4
119 DEV 2
102 DEV 5
69 STD 4
61 STD 4
64 STD 3
48 STD 3
